Record_ID,City,Day_of_Week,Hour,Weather,Traffic_Level,Vehicle_Type,Road_Type,Speed_Limit_kmh,Average_Speed_kmh,Pedestrian_Count,Visibility_Percent,Near_Miss_Score,Incident
8726,Karachi,Sunday,19,Dust,High,Car,Market,50,47.0,18,61.7,45.1,0
8727,Peshawar,Saturday,13,Fog,Severe,Bus,Main Road,60,10.0,9,54.3,44.9,0
8728,Multan,Thursday,11,Rain,High,Rickshaw,Main Road,60,32.8,15,65.8,49.7,0
8729,Karachi,Tuesday,21,Clear,Low,Car,Main Road,60,66.3,10,93.4,32.6,0
8730,Rawalpindi,Wednesday,20,Clear,Medium,Car,Main Road,60,64.7,9,77.7,29.3,0
8731,Quetta,Saturday,17,Clear,Medium,Car,Market,50,54.2,20,100.0,42.0,0
8732,Rawalpindi,Wednesday,10,Clear,Medium,Car,School Zone,40,35.9,35,71.0,46.8,0
8733,Rawalpindi,Thursday,7,Clear,Low,Car,Main Road,60,27.9,10,92.7,16.8,0
8734,Karachi,Tuesday,1,Rain,High,Car,Highway,100,73.7,8,68.8,41.6,0
8735,Lahore,Tuesday,14,Clear,Medium,Rickshaw,Main Road,60,41.5,6,100.0,25.8,0
8736,Quetta,Tuesday,8,Rain,High,Van,Main Road,60,46.0,7,79.6,33.9,0
8737,Peshawar,Sunday,18,Dust,Medium,Motorcycle,Market,50,67.9,18,64.1,65.0,0
8738,Lahore,Monday,19,Clear,Medium,Motorcycle,Market,50,34.0,24,92.2,28.2,0
8739,Lahore,Sunday,7,Clear,Medium,Car,Residential,50,54.2,4,94.7,32.5,0
8740,Islamabad,Tuesday,18,Clear,Medium,Car,Residential,50,54.0,6,82.9,32.6,0
8741,Multan,Friday,4,Clear,High,Car,Highway,100,82.1,11,81.6,30.6,0
8742,Peshawar,Monday,10,Cloudy,Severe,Car,Highway,100,54.3,8,78.7,28.2,0
8743,Karachi,Saturday,14,Cloudy,Medium,Rickshaw,Main Road,60,41.1,6,91.4,5.4,0
8744,Multan,Sunday,7,Cloudy,High,Car,Main Road,60,50.2,4,93.2,58.5,1
8745,Islamabad,Monday,18,Clear,High,Car,Main Road,60,38.2,14,89.2,28.5,0
8746,Islamabad,Monday,22,Clear,Low,Car,Main Road,60,54.0,7,100.0,48.5,0
8747,Multan,Sunday,7,Cloudy,Low,Rickshaw,Highway,100,93.6,9,88.6,22.7,1
8748,Rawalpindi,Sunday,18,Clear,Medium,Motorcycle,Main Road,60,55.8,9,86.6,51.8,0
8749,Karachi,Monday,17,Clear,Medium,Motorcycle,Market,50,35.9,22,85.2,53.6,1
8750,Lahore,Wednesday,9,Dust,Severe,Car,School Zone,40,10.0,37,58.0,66.7,0
8751,Quetta,Friday,6,Clear,Medium,Van,Highway,100,87.1,11,83.9,13.8,0
8752,Lahore,Thursday,8,Rain,Medium,Rickshaw,Main Road,60,57.8,9,68.0,49.1,0
8753,Lahore,Tuesday,0,Clear,Medium,Car,School Zone,40,31.9,31,100.0,37.4,0
8754,Rawalpindi,Sunday,18,Clear,High,Motorcycle,School Zone,40,10.7,30,100.0,16.8,0
8755,Lahore,Monday,4,Cloudy,Low,Car,Market,50,76.1,24,78.0,38.6,0
8756,Peshawar,Thursday,18,Dust,Medium,Rickshaw,Market,50,27.4,32,78.1,50.5,0
8757,Lahore,Sunday,0,Rain,Medium,Bus,Market,50,23.7,24,83.9,27.3,0
8758,Lahore,Wednesday,14,Clear,High,Car,Highway,100,77.1,12,86.6,35.7,0
8759,Peshawar,Thursday,15,Dust,High,Rickshaw,Market,50,25.9,16,59.6,20.8,0
8760,Rawalpindi,Monday,22,Clear,Severe,Van,Residential,50,21.9,5,80.0,49.5,0
8761,Islamabad,Saturday,6,Clear,Medium,Car,School Zone,40,43.6,35,98.9,57.6,0
8762,Karachi,Friday,11,Clear,Low,Car,Main Road,60,62.9,4,100.0,26.6,0
8763,Rawalpindi,Thursday,7,Clear,Severe,Car,Market,50,21.5,12,100.0,43.8,0
8764,Lahore,Sunday,4,Cloudy,Severe,Car,Market,50,25.0,24,100.0,68.3,0
8765,Islamabad,Monday,9,Clear,Low,Car,Market,50,45.5,22,85.3,43.3,0
8766,Karachi,Sunday,20,Fog,Medium,Motorcycle,Market,50,25.9,28,47.9,57.2,0
8767,Karachi,Monday,4,Rain,Medium,Car,Main Road,60,43.6,10,93.0,38.1,1
8768,Karachi,Tuesday,16,Rain,Medium,Motorcycle,Main Road,60,37.5,5,72.8,25.8,0
8769,Peshawar,Saturday,4,Cloudy,High,Van,Main Road,60,34.2,11,95.3,11.3,0
8770,Peshawar,Tuesday,21,Cloudy,Low,Motorcycle,School Zone,40,52.7,28,91.9,38.8,0
8771,Islamabad,Saturday,14,Clear,High,Van,Market,50,17.9,33,92.1,54.4,0
8772,Lahore,Friday,12,Cloudy,Medium,Van,Main Road,60,59.6,5,87.1,48.6,0
8773,Multan,Tuesday,0,Fog,Low,Car,Residential,50,33.8,8,33.8,41.1,0
8774,Islamabad,Friday,10,Cloudy,Medium,Motorcycle,Residential,50,44.8,13,97.0,37.5,0
8775,Lahore,Sunday,22,Clear,Medium,Motorcycle,Main Road,60,51.8,9,90.2,21.9,0
8776,Rawalpindi,Wednesday,0,Clear,Severe,Motorcycle,Highway,100,57.2,6,95.7,51.2,0
8777,Multan,Wednesday,10,Fog,High,Motorcycle,Highway,100,72.1,8,33.3,68.5,0
8778,Karachi,Saturday,17,Clear,High,Car,Residential,50,27.6,7,100.0,21.9,0
8779,Karachi,Saturday,17,Rain,Low,Rickshaw,Residential,50,29.3,14,81.2,36.1,0
8780,Peshawar,Tuesday,20,Clear,Low,Car,Residential,50,40.3,6,100.0,27.0,0
8781,Multan,Wednesday,15,Clear,Low,Rickshaw,Market,50,43.9,30,88.5,31.3,0
8782,Rawalpindi,Thursday,12,Rain,Low,Car,Highway,100,66.7,9,84.9,31.5,0
8783,Quetta,Thursday,6,Clear,Medium,Motorcycle,Highway,100,90.9,6,87.4,50.4,0
8784,Rawalpindi,Sunday,0,Clear,Medium,Motorcycle,Market,50,29.6,21,94.5,37.3,0
8785,Lahore,Thursday,15,Clear,Low,Car,Main Road,60,27.8,11,96.7,27.2,0
8786,Rawalpindi,Sunday,0,Cloudy,Medium,Motorcycle,Highway,100,98.8,6,86.2,27.4,0
8787,Multan,Wednesday,16,Clear,Low,Car,Residential,50,30.3,4,87.8,22.5,0
8788,Multan,Thursday,5,Clear,Severe,Car,Market,50,15.9,22,91.9,44.0,0
8789,Peshawar,Friday,1,Dust,Medium,Bus,Main Road,60,31.2,3,77.4,39.9,0
8790,Lahore,Monday,16,Clear,Medium,Motorcycle,Main Road,60,49.8,6,90.1,11.9,0
8791,Islamabad,Saturday,5,Clear,High,Rickshaw,Main Road,60,31.7,6,97.4,39.4,0
8792,Lahore,Tuesday,13,Cloudy,Medium,Car,Main Road,60,68.4,6,86.4,51.2,0
8793,Islamabad,Sunday,17,Cloudy,High,Rickshaw,Market,50,45.9,26,81.8,48.2,1
8794,Quetta,Friday,5,Clear,Severe,Motorcycle,Main Road,60,24.3,9,91.1,48.5,0
8795,Lahore,Thursday,9,Dust,Medium,Car,Main Road,60,43.9,9,55.2,17.7,0
8796,Karachi,Monday,23,Rain,Medium,Motorcycle,School Zone,40,33.3,30,77.5,50.3,0
8797,Quetta,Tuesday,17,Clear,Medium,Car,School Zone,40,23.3,30,80.1,28.1,0
8798,Islamabad,Friday,8,Cloudy,High,Van,Market,50,27.0,16,97.6,39.8,0
8799,Peshawar,Tuesday,7,Clear,High,Motorcycle,Residential,50,25.0,7,80.2,43.7,0
8800,Quetta,Sunday,9,Clear,Medium,Motorcycle,Highway,100,79.1,6,94.4,20.1,0
8801,Quetta,Sunday,16,Dust,Low,Motorcycle,Highway,100,115.9,10,55.4,53.3,0
8802,Quetta,Saturday,22,Clear,High,Motorcycle,Market,50,22.0,31,94.4,49.3,0
8803,Islamabad,Wednesday,5,Dust,Severe,Motorcycle,School Zone,40,10.0,32,72.5,91.5,1
8804,Islamabad,Sunday,13,Clear,High,Bus,Residential,50,40.5,6,88.7,26.4,0
8805,Lahore,Thursday,21,Clear,High,Motorcycle,Main Road,60,56.2,5,92.3,66.7,1
8806,Karachi,Friday,21,Clear,Low,Motorcycle,School Zone,40,45.5,36,76.1,54.5,0
8807,Quetta,Friday,5,Clear,High,Car,Highway,100,86.1,10,83.3,26.8,0
8808,Lahore,Monday,6,Rain,Low,Car,School Zone,40,37.1,36,81.8,57.9,0
8809,Lahore,Monday,11,Cloudy,Medium,Motorcycle,School Zone,40,30.1,33,81.8,51.1,0
8810,Karachi,Monday,2,Cloudy,Medium,Van,Residential,50,28.1,7,89.3,14.8,0
8811,Lahore,Tuesday,13,Cloudy,Severe,Car,Highway,100,67.5,5,91.3,58.1,0
8812,Karachi,Thursday,21,Rain,Low,Car,School Zone,40,44.2,40,69.9,79.2,1
8813,Peshawar,Tuesday,18,Dust,High,Rickshaw,Market,50,27.7,26,66.5,46.1,1
8814,Karachi,Thursday,22,Clear,Low,Van,Market,50,54.1,17,86.2,50.4,0
8815,Rawalpindi,Friday,15,Rain,High,Motorcycle,Market,50,28.7,25,83.5,57.8,0
8816,Karachi,Sunday,6,Clear,Medium,Motorcycle,Main Road,60,58.2,10,91.2,53.1,0
8817,Karachi,Sunday,7,Rain,Severe,Rickshaw,Residential,50,10.8,11,91.6,52.8,0
8818,Multan,Tuesday,17,Dust,High,Bus,Main Road,60,41.0,7,56.1,39.1,0
8819,Rawalpindi,Tuesday,12,Clear,Medium,Motorcycle,Residential,50,49.2,7,99.8,66.2,0
8820,Karachi,Tuesday,20,Cloudy,Low,Motorcycle,Main Road,60,55.5,9,100.0,55.3,1
8821,Islamabad,Wednesday,8,Fog,High,Car,Residential,50,22.1,11,61.1,55.4,0
8822,Multan,Saturday,9,Clear,Medium,Rickshaw,Main Road,60,56.2,9,95.0,32.2,1
8823,Lahore,Thursday,20,Dust,Low,Car,Highway,100,98.2,6,67.8,40.3,0
8824,Lahore,Sunday,22,Clear,High,Rickshaw,Residential,50,34.1,8,82.8,34.5,0
8825,Peshawar,Thursday,8,Cloudy,High,Motorcycle,Residential,50,37.6,8,100.0,61.3,1
8826,Peshawar,Tuesday,14,Dust,Low,Motorcycle,School Zone,40,28.0,39,67.3,44.4,0
8827,Rawalpindi,Wednesday,19,Clear,Medium,Motorcycle,Residential,50,29.5,7,90.2,37.5,0
8828,Islamabad,Tuesday,1,Clear,High,Van,Main Road,60,48.5,8,95.7,30.3,0
8829,Peshawar,Thursday,12,Clear,Severe,Rickshaw,Main Road,60,27.9,9,90.9,45.8,0
8830,Lahore,Saturday,1,Clear,High,Bus,Main Road,60,46.3,6,87.4,22.5,0
8831,Peshawar,Sunday,18,Clear,Medium,Motorcycle,Main Road,60,55.4,8,87.2,34.6,0
8832,Peshawar,Saturday,1,Dust,High,Bus,Highway,100,88.8,7,54.6,49.8,0
8833,Karachi,Friday,2,Fog,Medium,Rickshaw,Highway,100,92.6,5,61.8,62.7,1
8834,Peshawar,Wednesday,5,Cloudy,Low,Rickshaw,Main Road,60,59.9,6,95.8,38.7,0
8835,Rawalpindi,Saturday,2,Dust,Medium,Rickshaw,Main Road,60,54.1,8,69.9,28.5,1
8836,Lahore,Wednesday,9,Rain,High,Car,Residential,50,27.9,6,77.1,63.0,0
8837,Rawalpindi,Tuesday,23,Rain,Severe,Rickshaw,Main Road,60,10.0,11,72.6,53.9,1
8838,Multan,Friday,5,Rain,Severe,Car,Main Road,60,19.8,6,77.3,53.5,0
8839,Rawalpindi,Thursday,22,Cloudy,High,Car,School Zone,40,17.8,34,79.8,29.3,0
8840,Quetta,Saturday,15,Clear,Medium,Van,Market,50,21.7,21,100.0,29.4,0
8841,Islamabad,Saturday,16,Clear,Low,Motorcycle,Highway,100,94.3,6,93.0,38.7,0
8842,Multan,Monday,18,Dust,Low,Rickshaw,Residential,50,25.4,2,70.7,42.2,0
8843,Multan,Sunday,2,Clear,Medium,Motorcycle,Residential,50,46.1,11,92.2,45.8,0
8844,Quetta,Thursday,17,Clear,High,Car,Highway,100,81.7,12,100.0,25.2,0
8845,Quetta,Saturday,6,Cloudy,Medium,Car,Market,50,29.5,15,93.4,25.0,0
8846,Karachi,Saturday,8,Fog,High,Car,Market,50,44.8,24,47.1,44.9,0
8847,Rawalpindi,Thursday,19,Rain,Medium,Rickshaw,Market,50,31.5,28,71.7,19.9,0
8848,Islamabad,Friday,11,Clear,Severe,Motorcycle,Market,50,10.0,19,99.0,54.7,0
8849,Lahore,Wednesday,4,Rain,Low,Rickshaw,School Zone,40,43.4,33,80.3,61.9,0
8850,Lahore,Thursday,2,Fog,Medium,Car,School Zone,40,10.0,40,55.2,51.9,1
8851,Islamabad,Wednesday,10,Cloudy,Medium,Van,Market,50,43.3,13,84.0,30.8,0
8852,Multan,Friday,3,Clear,Medium,Car,Market,50,10.0,22,82.9,19.7,0
8853,Rawalpindi,Friday,4,Cloudy,Medium,Motorcycle,Main Road,60,61.0,7,100.0,39.8,0
8854,Rawalpindi,Tuesday,0,Clear,Medium,Van,Residential,50,50.5,6,93.1,42.1,0
8855,Karachi,Monday,17,Dust,Medium,Van,Residential,50,53.0,8,48.1,32.7,0
8856,Karachi,Friday,11,Rain,Medium,Motorcycle,Main Road,60,41.7,4,88.5,49.3,1
8857,Quetta,Friday,12,Rain,High,Van,Highway,100,78.8,8,86.5,55.9,0
8858,Lahore,Wednesday,8,Cloudy,High,Car,Main Road,60,48.9,11,80.7,36.4,0
8859,Karachi,Friday,1,Fog,Medium,Van,Residential,50,25.8,12,42.9,29.8,1
8860,Islamabad,Thursday,4,Clear,Severe,Car,School Zone,40,10.0,43,80.7,46.6,0
8861,Lahore,Tuesday,12,Clear,High,Motorcycle,Residential,50,56.6,9,89.9,74.2,1
8862,Multan,Tuesday,15,Clear,High,Rickshaw,Market,50,21.2,16,77.1,45.1,0
8863,Multan,Thursday,15,Rain,Low,Rickshaw,Main Road,60,66.5,11,87.6,38.6,0
8864,Rawalpindi,Saturday,23,Rain,Low,Motorcycle,Main Road,60,55.7,7,75.9,66.1,1
8865,Lahore,Friday,2,Cloudy,High,Car,Highway,100,86.3,8,92.0,25.6,0
8866,Peshawar,Sunday,21,Cloudy,Medium,Rickshaw,Main Road,60,47.3,6,94.5,12.1,0
8867,Lahore,Monday,3,Clear,Low,Car,Main Road,60,69.4,13,97.3,27.9,0
8868,Karachi,Friday,10,Clear,Medium,Rickshaw,Residential,50,32.6,6,86.6,0.0,0
8869,Islamabad,Tuesday,22,Clear,Low,Car,Market,50,59.6,12,87.2,43.6,1
8870,Rawalpindi,Monday,13,Cloudy,Severe,Bus,Market,50,10.0,19,99.0,49.1,0
8871,Rawalpindi,Sunday,2,Rain,Severe,Van,Main Road,60,25.8,8,73.1,53.3,0
8872,Karachi,Saturday,15,Rain,Medium,Car,Highway,100,81.9,7,64.1,32.8,0
8873,Karachi,Wednesday,21,Clear,Low,Rickshaw,Main Road,60,47.7,7,98.8,21.2,0
8874,Karachi,Wednesday,14,Clear,Medium,Bus,Market,50,44.1,20,93.4,20.9,0
8875,Peshawar,Sunday,9,Dust,Low,Car,Market,50,23.7,25,81.2,23.2,0
8876,Islamabad,Friday,8,Clear,Medium,Car,School Zone,40,34.3,33,92.0,37.1,0
8877,Peshawar,Friday,10,Clear,High,Rickshaw,Residential,50,29.4,9,88.9,35.3,0
8878,Karachi,Monday,15,Clear,Medium,Motorcycle,Highway,100,72.6,11,89.8,25.8,0
8879,Islamabad,Monday,9,Cloudy,Medium,Motorcycle,Main Road,60,46.0,5,100.0,40.8,0
8880,Multan,Saturday,16,Clear,Low,Van,Market,50,39.2,19,62.9,16.9,0
8881,Multan,Friday,18,Clear,Medium,Motorcycle,Residential,50,46.3,6,89.7,35.8,0
8882,Karachi,Tuesday,1,Cloudy,Low,Rickshaw,Main Road,60,84.4,5,100.0,51.4,0
8883,Islamabad,Wednesday,23,Clear,Medium,Car,Main Road,60,59.1,7,87.2,49.8,0
8884,Rawalpindi,Saturday,22,Clear,Medium,Car,Highway,100,92.4,6,98.7,28.4,0
8885,Peshawar,Monday,1,Rain,High,Car,Residential,50,32.9,7,82.4,41.1,0
8886,Quetta,Tuesday,5,Dust,Medium,Motorcycle,Main Road,60,51.3,12,62.2,22.2,0
8887,Karachi,Friday,18,Clear,Medium,Bus,Main Road,60,69.9,10,85.3,26.2,0
8888,Karachi,Thursday,7,Clear,Severe,Van,Highway,100,71.0,9,84.7,54.4,0
8889,Lahore,Monday,2,Clear,High,Rickshaw,Residential,50,40.7,10,97.6,41.9,0
8890,Quetta,Saturday,13,Cloudy,Medium,Van,Main Road,60,71.6,4,92.7,54.6,1
8891,Rawalpindi,Thursday,15,Dust,Low,Bus,Residential,50,48.6,7,65.5,59.2,1
8892,Karachi,Tuesday,0,Clear,High,Motorcycle,Highway,100,81.7,9,94.6,40.7,0
8893,Peshawar,Sunday,20,Clear,High,Car,Market,50,35.8,14,90.9,46.8,0
8894,Rawalpindi,Wednesday,2,Clear,Low,Car,School Zone,40,51.2,36,74.4,55.6,1
8895,Karachi,Sunday,21,Clear,Low,Motorcycle,School Zone,40,52.4,35,94.5,50.8,0
8896,Peshawar,Sunday,17,Clear,Medium,Rickshaw,School Zone,40,14.2,41,100.0,50.8,0
8897,Lahore,Sunday,8,Dust,Low,Rickshaw,Market,50,41.6,22,62.5,33.1,0
8898,Lahore,Tuesday,5,Cloudy,High,Car,Highway,100,88.9,6,100.0,13.1,0
8899,Multan,Wednesday,22,Clear,Low,Motorcycle,Main Road,60,66.6,18,78.5,39.6,0
8900,Peshawar,Tuesday,20,Dust,Medium,Motorcycle,Market,50,54.6,25,55.1,56.2,0
8901,Rawalpindi,Sunday,0,Clear,Low,Van,Main Road,60,61.7,4,100.0,18.7,0
8902,Peshawar,Monday,20,Clear,Medium,Rickshaw,Main Road,60,37.1,6,92.5,15.7,0
8903,Quetta,Sunday,9,Fog,Low,Bus,Residential,50,32.2,6,50.1,47.2,0
8904,Peshawar,Monday,5,Clear,Medium,Van,Residential,50,31.2,5,72.8,12.6,0
8905,Lahore,Saturday,22,Fog,Severe,Motorcycle,Main Road,60,34.2,9,58.5,75.6,1
8906,Lahore,Sunday,11,Cloudy,High,Rickshaw,Main Road,60,49.0,3,77.7,39.8,0
8907,Lahore,Thursday,3,Fog,Low,Car,Market,50,34.5,24,40.5,50.8,0
8908,Quetta,Tuesday,12,Rain,Medium,Van,Residential,50,60.8,15,73.5,36.8,0
8909,Karachi,Sunday,16,Clear,Medium,Bus,Market,50,49.7,23,89.6,24.9,0
8910,Multan,Tuesday,7,Dust,Severe,Rickshaw,Main Road,60,42.2,8,65.2,42.7,0
8911,Quetta,Sunday,19,Clear,High,Motorcycle,School Zone,40,10.0,40,84.9,59.9,0
8912,Karachi,Thursday,2,Cloudy,Low,Motorcycle,Residential,50,39.6,10,96.2,17.6,0
8913,Quetta,Sunday,11,Cloudy,Low,Motorcycle,Residential,50,44.2,9,97.9,28.1,0
8914,Islamabad,Friday,6,Rain,High,Bus,Market,50,24.5,20,60.7,50.4,0
8915,Karachi,Saturday,11,Rain,Low,Car,Market,50,35.4,23,94.0,37.9,0
8916,Rawalpindi,Tuesday,1,Rain,Severe,Rickshaw,Residential,50,17.1,6,69.3,62.3,1
8917,Rawalpindi,Saturday,23,Dust,Severe,Motorcycle,Main Road,60,20.7,9,64.9,61.6,1
8918,Multan,Tuesday,13,Dust,High,Rickshaw,Highway,100,92.8,6,66.2,68.9,1
8919,Lahore,Tuesday,21,Clear,Low,Rickshaw,Main Road,60,72.8,9,77.3,45.2,0
8920,Quetta,Friday,22,Dust,Medium,Car,Residential,50,42.8,10,69.2,35.5,0
8921,Peshawar,Sunday,4,Rain,Medium,Motorcycle,Market,50,30.9,26,83.8,44.9,0
8922,Lahore,Monday,8,Dust,High,Motorcycle,School Zone,40,10.0,27,62.1,58.2,0
8923,Multan,Saturday,20,Fog,Medium,Car,Main Road,60,49.9,12,35.1,33.0,0
8924,Peshawar,Thursday,10,Clear,Medium,Car,Residential,50,42.5,4,90.1,0.0,0
8925,Quetta,Saturday,4,Clear,Low,Rickshaw,School Zone,40,38.5,28,93.4,36.5,0
8926,Lahore,Sunday,2,Rain,Medium,Motorcycle,Main Road,60,52.0,10,73.4,39.1,0
8927,Lahore,Friday,16,Clear,Severe,Motorcycle,Main Road,60,25.2,10,99.6,48.9,1
8928,Rawalpindi,Wednesday,1,Cloudy,Severe,Rickshaw,Market,50,34.1,18,76.4,43.7,1
8929,Peshawar,Wednesday,23,Dust,High,Car,Main Road,60,43.5,7,62.0,29.3,0
8930,Islamabad,Friday,0,Clear,Severe,Motorcycle,Highway,100,67.3,8,100.0,47.0,0
8931,Islamabad,Sunday,6,Fog,Low,Rickshaw,Highway,100,83.3,7,42.4,28.9,0
8932,Lahore,Friday,13,Fog,High,Rickshaw,Main Road,60,27.3,6,44.2,75.5,1
8933,Quetta,Monday,4,Clear,Medium,Rickshaw,Market,50,56.2,21,84.2,28.7,0
8934,Lahore,Saturday,18,Rain,Medium,Car,Main Road,60,31.2,11,81.4,33.4,0
8935,Multan,Sunday,10,Clear,Medium,Motorcycle,Highway,100,92.5,11,91.6,27.6,0
8936,Rawalpindi,Saturday,22,Rain,High,Bus,Main Road,60,52.4,8,79.8,25.9,0
8937,Multan,Wednesday,1,Clear,Medium,Motorcycle,Highway,100,105.9,6,83.0,54.0,1
8938,Peshawar,Sunday,7,Dust,High,Car,Main Road,60,58.7,4,64.1,58.1,1
8939,Multan,Thursday,8,Clear,High,Rickshaw,Residential,50,45.2,6,94.7,45.2,0
8940,Lahore,Saturday,2,Cloudy,Low,Car,School Zone,40,42.8,39,88.7,68.4,1
8941,Multan,Tuesday,1,Rain,Low,Rickshaw,Main Road,60,80.4,8,82.6,46.0,0
8942,Quetta,Tuesday,6,Clear,High,Car,Main Road,60,32.2,11,89.5,46.1,0
8943,Islamabad,Monday,4,Rain,Medium,Motorcycle,Highway,100,68.9,16,80.5,46.6,0
8944,Peshawar,Sunday,20,Fog,High,Car,Residential,50,10.0,8,54.0,32.0,0
8945,Lahore,Monday,4,Cloudy,Medium,Rickshaw,Market,50,57.4,17,89.9,40.3,0
8946,Peshawar,Sunday,19,Rain,High,Motorcycle,Highway,100,66.7,7,79.8,60.3,0
8947,Rawalpindi,Wednesday,12,Cloudy,High,Van,Highway,100,69.5,6,100.0,37.5,0
8948,Multan,Thursday,20,Cloudy,Medium,Motorcycle,Residential,50,17.8,8,81.4,31.2,0
8949,Islamabad,Thursday,19,Clear,Medium,Motorcycle,Residential,50,57.7,8,92.8,44.4,0
8950,Quetta,Friday,5,Cloudy,Medium,Rickshaw,Market,50,33.4,24,98.6,0.0,0
8951,Peshawar,Monday,19,Cloudy,Low,Van,Main Road,60,63.9,11,100.0,46.1,0
8952,Islamabad,Sunday,17,Cloudy,High,Motorcycle,Highway,100,76.3,7,86.6,39.4,0
8953,Multan,Saturday,1,Clear,Medium,Motorcycle,Main Road,60,58.3,9,100.0,51.0,0
8954,Lahore,Tuesday,5,Clear,Severe,Motorcycle,Main Road,60,27.7,6,78.8,64.0,1
8955,Quetta,Saturday,8,Rain,Severe,Car,School Zone,40,10.0,32,88.9,68.8,1
8956,Quetta,Tuesday,2,Clear,High,Car,Main Road,60,51.9,10,81.3,34.2,0
8957,Karachi,Wednesday,0,Clear,Low,Car,Main Road,60,75.6,9,93.9,53.5,1
8958,Peshawar,Tuesday,0,Clear,Low,Motorcycle,Residential,50,58.0,6,91.9,34.2,0
8959,Islamabad,Saturday,18,Cloudy,High,Motorcycle,Highway,100,75.1,9,89.6,43.4,0
8960,Peshawar,Saturday,4,Fog,Severe,Motorcycle,Residential,50,10.0,13,48.7,75.3,1
8961,Lahore,Thursday,12,Dust,Medium,Bus,Highway,100,114.7,9,57.9,36.9,0
8962,Lahore,Sunday,18,Clear,Medium,Car,Main Road,60,54.6,7,82.8,33.1,0
8963,Multan,Thursday,11,Clear,Medium,Car,Main Road,60,45.2,5,81.1,19.2,0
8964,Quetta,Monday,15,Dust,High,Car,Main Road,60,38.4,3,61.9,49.4,1
8965,Quetta,Saturday,18,Dust,High,Rickshaw,Main Road,60,38.7,11,65.3,58.8,1
8966,Islamabad,Sunday,2,Clear,Low,Van,Main Road,60,43.7,13,89.3,35.1,0
8967,Rawalpindi,Wednesday,11,Dust,High,Bus,Residential,50,34.7,3,64.5,41.7,0
8968,Peshawar,Tuesday,4,Clear,Low,Rickshaw,School Zone,40,35.4,24,80.7,14.3,0
8969,Peshawar,Monday,1,Cloudy,High,Car,Highway,100,94.0,7,100.0,45.5,0
8970,Lahore,Friday,21,Clear,High,Rickshaw,School Zone,40,10.0,41,90.1,52.1,0
8971,Peshawar,Friday,6,Fog,High,Van,Highway,100,84.6,6,41.4,44.6,0
8972,Islamabad,Sunday,12,Rain,High,Car,Main Road,60,40.8,11,74.5,62.7,0
8973,Karachi,Tuesday,14,Clear,Low,Motorcycle,Main Road,60,59.7,7,95.9,44.2,0
8974,Quetta,Tuesday,21,Cloudy,High,Rickshaw,Highway,100,87.2,6,91.7,34.9,0
8975,Lahore,Sunday,2,Clear,Severe,Bus,Market,50,16.3,17,76.0,36.5,0
8976,Quetta,Tuesday,20,Clear,High,Van,Main Road,60,59.2,7,84.2,71.0,0
8977,Quetta,Thursday,19,Clear,Medium,Motorcycle,School Zone,40,53.7,32,73.9,46.8,0
8978,Quetta,Tuesday,4,Cloudy,Low,Van,Residential,50,61.2,6,99.5,29.3,0
8979,Karachi,Friday,23,Clear,Low,Car,Highway,100,86.3,4,84.2,19.1,0
8980,Peshawar,Tuesday,7,Cloudy,Low,Van,Main Road,60,83.0,9,95.0,43.8,0
8981,Rawalpindi,Saturday,21,Cloudy,Low,Rickshaw,Main Road,60,54.2,11,91.6,25.8,0
8982,Quetta,Sunday,0,Cloudy,Medium,Rickshaw,Residential,50,30.5,6,92.6,29.8,0
8983,Islamabad,Wednesday,7,Clear,Severe,Motorcycle,Main Road,60,30.0,4,91.5,52.2,0
8984,Quetta,Friday,23,Clear,High,Motorcycle,School Zone,40,33.5,42,100.0,68.6,1
8985,Quetta,Wednesday,17,Clear,Medium,Car,Highway,100,100.9,10,96.3,28.6,0
8986,Peshawar,Friday,19,Clear,Low,Car,Residential,50,37.3,9,92.9,18.0,0
8987,Multan,Monday,15,Cloudy,Severe,Van,School Zone,40,12.8,43,100.0,57.3,0
8988,Islamabad,Saturday,17,Fog,Medium,Car,Main Road,60,38.4,4,52.2,29.3,0
8989,Peshawar,Friday,19,Clear,Severe,Motorcycle,Market,50,23.4,27,84.1,50.5,0
8990,Quetta,Saturday,11,Cloudy,High,Car,Main Road,60,40.0,8,84.4,35.6,1
8991,Multan,Friday,12,Clear,Low,Car,Residential,50,48.5,14,76.0,35.1,0
8992,Peshawar,Wednesday,12,Clear,High,Motorcycle,Main Road,60,30.8,12,79.4,48.2,1
8993,Peshawar,Wednesday,9,Cloudy,Medium,Motorcycle,Residential,50,48.7,9,100.0,50.4,0
8994,Lahore,Sunday,6,Rain,Medium,Motorcycle,Residential,50,45.7,9,65.9,43.5,0
8995,Karachi,Friday,13,Dust,High,Car,Residential,50,32.1,9,62.1,34.5,0
8996,Multan,Friday,23,Rain,High,Motorcycle,Residential,50,25.4,13,91.5,54.0,0
8997,Rawalpindi,Thursday,15,Clear,High,Motorcycle,Market,50,31.9,24,94.2,46.1,1
8998,Multan,Saturday,14,Cloudy,High,Rickshaw,Main Road,60,18.7,5,100.0,34.0,0
8999,Karachi,Saturday,11,Dust,High,Motorcycle,Main Road,60,50.1,12,65.7,47.9,0
9000,Karachi,Saturday,8,Cloudy,High,Bus,Market,50,22.1,12,83.5,39.7,0
