User_ID,Date,Age,Occupation,Sleep_Hours,Sleep_Quality,Screen_Time_Hours,Social_Media_Hours,Study_Work_Hours,Exercise_Minutes,Notifications_Received,Phone_Pickups,Caffeine_Cups,Stress_Score,Mood_Score,Productivity_Score,Tasks_Planned,Tasks_Completed,Weekend
U06054,2025-11-28,30,Student,7.3,9.0,7.4,,7.8,33,125,99,2,5,10.0,79.6,4,2,No
U03707,2025-11-29,34,Designer,5.8,8.0,4.8,0.7,6.9,36,85,66,0,5,7.0,81.6,6,4,No
U03606,2025-11-29,23,Freelancer,7.6,8.0,3.2,1.8,8.1,77,135,48,1,1,10.0,100.0,4,3,No
U01388,2025-11-29,52,Designer,6.6,10.0,8.1,4.0,7.3,34,155,104,3,6,7.0,64.3,9,4,No
U06945,2025-11-29,55,Student,7.4,10.0,8.4,1.3,5.8,24,141,87,0,5,6.0,74.2,6,5,No
U05454,2025-11-29,35,Teacher,6.8,9.0,5.2,3.3,7.3,67,128,76,1,4,7.0,70.3,6,2,Yes
U06002,2025-11-29,33,Analyst,7.2,6.0,5.3,1.9,8.5,24,109,78,1,4,8.0,83.1,6,4,No
U04066,2025-11-29,19,Analyst,7.8,10.0,6.5,3.4,10.8,38,141,98,1,3,10.0,100.0,3,2,No
U01035,2025-11-29,29,Analyst,7.4,10.0,3.5,1.6,5.9,152,37,41,2,1,8.0,100.0,12,7,No
U01324,2025-11-29,42,Teacher,9.8,10.0,4.2,2.0,7.0,58,113,81,3,1,10.0,100.0,6,4,No
U01710,2025-11-29,56,Student,7.1,10.0,5.0,2.2,8.7,68,82,75,1,4,10.0,93.6,6,4,No
U00449,2025-11-29,41,Analyst,7.4,10.0,6.8,2.5,8.1,13,110,78,1,4,8.0,77.8,5,3,No
U06985,2025-11-29,33,Student,8.0,10.0,6.0,1.8,8.6,20,128,102,2,10,9.0,73.6,5,5,No
U02013,2025-11-29,38,Teacher,8.3,10.0,4.0,2.7,10.8,31,112,43,2,4,9.0,100.0,8,5,No
U06633,2025-11-29,37,Analyst,6.3,8.0,4.4,1.4,6.5,36,71,77,1,4,10.0,83.3,9,7,No
U00827,2025-11-29,39,Teacher,8.5,10.0,6.7,3.4,6.3,30,163,87,0,5,10.0,81.3,5,1,No
U04042,2025-11-29,25,Designer,6.4,9.0,9.2,5.8,7.7,53,159,123,3,5,9.0,75.9,10,5,No
U00327,2025-11-29,42,Analyst,8.5,10.0,8.9,5.2,12.0,38,146,105,1,5,10.0,95.0,9,6,Yes
U05884,2025-11-29,43,Student,6.8,10.0,6.3,2.4,5.7,82,105,74,0,4,8.0,93.4,4,3,Yes
U01000,2025-11-29,27,Freelancer,6.2,8.0,7.2,3.0,5.7,29,143,109,3,4,7.0,79.8,9,4,No
U06906,2025-11-29,33,Freelancer,7.4,10.0,6.2,2.4,7.6,62,105,85,1,6,8.0,74.4,7,5,No
U05517,2025-11-30,22,Designer,7.8,8.0,5.9,3.1,8.7,26,99,80,5,3,9.0,98.4,6,4,No
U04607,2025-11-30,37,Freelancer,6.6,10.0,9.7,2.5,9.0,78,146,107,0,7,10.0,79.9,8,4,No
U05055,2025-11-30,25,Freelancer,6.0,9.0,7.3,4.0,6.4,25,136,113,1,6,6.0,56.1,8,3,Yes
U00317,2025-11-30,46,Software Engineer,6.2,10.0,4.2,1.7,12.0,54,101,63,1,3,8.0,95.4,8,4,No
U04224,2025-11-30,27,Software Engineer,5.7,9.0,6.7,1.6,8.6,106,133,75,2,4,10.0,83.4,9,4,Yes
U05323,2025-11-30,37,Freelancer,6.4,10.0,6.9,3.9,9.0,3,131,84,1,4,5.0,76.3,6,3,Yes
U03756,2025-11-30,26,Teacher,3.0,3.0,4.0,2.0,9.0,46,104,46,0,3,8.0,76.3,7,5,Yes
U06585,2025-11-30,28,Freelancer,7.2,10.0,7.0,2.6,8.7,36,121,89,4,6,5.0,56.2,2,2,No
U02980,2025-11-30,58,Student,7.3,10.0,5.5,2.4,7.5,42,120,83,2,4,9.0,82.4,8,5,No
U02250,2025-11-30,19,Freelancer,6.2,9.0,6.1,2.2,9.7,33,96,81,6,5,10.0,95.8,9,5,Yes
U03404,2025-11-30,19,Software Engineer,6.7,9.0,4.6,1.7,8.3,36,105,43,1,3,9.0,95.7,4,3,Yes
U00432,2025-11-30,53,Analyst,7.9,8.0,4.8,1.4,7.6,17,108,75,0,5,8.0,83.7,7,5,No
U06887,2025-11-30,21,Student,7.9,10.0,5.9,3.3,7.4,87,128,60,1,2,10.0,100.0,5,5,Yes
U06699,2025-11-30,28,Freelancer,6.6,10.0,8.2,4.8,7.2,21,149,88,0,8,10.0,69.0,11,7,No
U06603,2025-11-30,26,Software Engineer,6.9,10.0,5.6,3.6,9.3,49,125,108,3,5,10.0,97.8,6,4,Yes
U02401,2025-11-30,60,Teacher,5.7,9.0,4.2,1.9,7.4,70,86,59,2,5,8.0,92.4,5,2,No
U05903,2025-11-30,51,Teacher,7.4,10.0,5.5,2.4,8.9,25,110,76,4,5,9.0,88.4,8,5,No
U00980,2025-11-30,20,Teacher,5.1,8.0,5.3,3.2,8.7,29,165,87,2,6,7.0,70.1,6,4,No
U03199,2025-12-01,60,Freelancer,8.5,10.0,6.1,0.9,8.6,53,118,75,2,4,10.0,100.0,10,6,No
U00445,2025-12-01,18,Software Engineer,9.9,10.0,4.5,1.9,10.3,32,89,59,3,3,10.0,100.0,11,8,Yes
U04919,2025-12-01,53,Designer,5.0,7.0,7.3,4.2,7.2,28,130,95,3,4,7.0,73.9,16,8,No
U06418,2025-12-01,22,Analyst,7.4,10.0,7.7,3.1,7.6,9,168,94,0,7,8.0,68.1,4,2,Yes
U03590,2025-12-01,43,Software Engineer,10.0,10.0,4.7,1.7,7.0,14,85,51,1,3,10.0,97.0,5,2,No
U04069,2025-12-01,55,Student,6.9,9.0,7.1,4.1,8.6,46,149,90,2,5,8.0,78.1,6,5,Yes
U03144,2025-12-01,19,Designer,6.9,10.0,6.3,2.1,8.4,5,97,95,3,4,9.0,100.0,7,3,Yes
U00310,2025-12-01,47,Analyst,7.3,10.0,6.6,3.0,6.9,30,104,91,0,4,8.0,82.2,3,2,No
U05032,2025-12-01,26,Student,6.4,9.0,5.6,2.7,11.2,20,132,67,3,4,10.0,82.9,8,5,Yes
U00289,2025-12-01,29,Student,7.9,8.0,4.6,2.6,12.0,38,122,87,0,2,10.0,100.0,10,7,No
U03847,2025-12-01,44,Student,8.6,,10.1,6.2,6.9,67,204,148,0,3,8.0,88.4,11,6,Yes
U06570,2025-12-01,33,Software Engineer,8.6,10.0,6.8,2.1,9.1,76,148,89,3,3,10.0,100.0,8,5,No
U06443,2025-12-01,60,Software Engineer,7.9,10.0,4.8,2.2,8.3,53,75,94,2,4,9.0,100.0,3,1,No
U01637,2025-12-01,42,Student,7.7,10.0,2.7,1.1,12.0,35,78,23,0,5,8.0,100.0,4,2,Yes
U03942,2025-12-01,23,Teacher,8.5,9.0,8.9,4.0,8.4,28,145,119,2,6,9.0,77.1,7,4,No
U06020,2025-12-01,26,Analyst,6.1,10.0,3.6,0.9,12.0,42,75,43,4,2,10.0,100.0,6,3,Yes
U01093,2025-12-01,41,Software Engineer,7.2,10.0,5.0,0.9,9.4,37,119,77,4,3,9.0,90.1,9,7,No
U05315,2025-12-01,23,Freelancer,7.2,10.0,5.5,1.4,8.8,18,88,57,5,3,10.0,89.2,9,6,No
U04544,2025-12-01,60,Analyst,7.5,9.0,6.8,2.2,9.2,13,124,72,0,5,10.0,90.1,8,2,No
U04652,2025-12-01,59,Student,8.7,10.0,10.3,4.9,5.4,34,222,126,1,6,8.0,67.2,10,5,No
U06770,2025-12-01,25,Designer,5.4,7.0,6.4,2.0,8.5,26,112,72,2,5,8.0,85.4,4,3,Yes
U06890,2025-12-01,58,Freelancer,8.5,10.0,7.2,3.8,12.0,10,112,111,1,5,7.0,83.7,8,6,Yes
U06128,2025-12-02,40,Software Engineer,5.7,8.0,3.9,2.3,11.3,21,105,58,2,4,9.0,100.0,9,7,No
U02559,2025-12-02,23,Designer,9.1,10.0,3.4,1.3,9.8,11,45,47,2,1,9.0,100.0,5,5,No
U04255,2025-12-02,23,Freelancer,8.0,10.0,6.8,2.1,7.9,6,99,77,2,5,7.0,80.3,5,1,Yes
U03781,2025-12-02,44,Analyst,5.5,6.0,5.2,2.2,7.3,18,109,42,5,5,7.0,80.2,4,4,No
U06866,2025-12-02,42,Analyst,7.9,10.0,4.7,1.5,8.5,78,136,78,2,4,10.0,100.0,11,7,No
U06473,2025-12-02,30,Freelancer,8.0,10.0,6.0,4.0,8.1,33,131,108,2,4,10.0,84.2,6,4,No
U06498,2025-12-02,34,Analyst,8.4,10.0,6.9,3.1,7.0,34,132,106,0,3,9.0,93.2,10,6,Yes
U04502,2025-12-02,57,Freelancer,5.4,8.0,10.9,2.9,6.7,34,211,112,1,6,7.0,59.8,8,3,Yes
U04348,2025-12-02,45,Designer,6.5,10.0,4.6,1.0,11.1,21,94,53,0,4,9.0,97.6,13,10,No
U04269,2025-12-02,39,Student,7.5,10.0,6.2,2.7,10.6,11,109,70,1,4,10.0,85.1,7,4,No
U03507,2025-12-02,28,Software Engineer,8.7,10.0,12.4,5.9,7.0,26,231,168,5,6,7.0,62.1,5,3,No
U03276,2025-12-02,38,Analyst,6.2,10.0,11.5,2.3,5.8,37,177,142,3,8,7.0,59.9,8,3,Yes
U00116,2025-12-02,52,Designer,7.4,8.0,4.2,0.2,8.4,64,94,67,3,2,7.0,100.0,6,4,No
U00188,2025-12-02,45,Designer,6.3,9.0,2.9,1.5,12.0,92,55,39,2,2,10.0,100.0,7,7,Yes
U05749,2025-12-02,24,Freelancer,6.0,7.0,3.7,2.2,8.7,28,78,53,1,4,9.0,93.7,6,3,Yes
U04735,2025-12-02,59,Designer,6.9,9.0,7.6,2.5,9.2,37,142,86,0,6,5.0,67.0,8,5,No
U00045,2025-12-02,19,Freelancer,6.3,7.0,10.6,4.2,9.3,45,159,125,1,8,7.0,63.8,14,6,No
U01717,2025-12-02,20,Student,6.8,10.0,7.2,0.7,7.6,47,100,63,2,5,,100.0,10,5,No
U06250,2025-12-02,33,Designer,6.8,8.0,5.4,0.0,6.9,65,125,57,4,4,10.0,94.0,7,4,Yes
U00994,2025-12-02,54,Designer,6.9,6.0,4.0,2.3,8.6,5,89,74,1,4,7.0,84.4,6,4,No
U04740,2025-12-02,34,Analyst,6.1,7.0,5.9,3.9,8.8,15,130,87,0,5,7.0,75.6,4,2,No
U00724,2025-12-02,51,Software Engineer,6.6,10.0,4.6,3.1,7.2,20,113,90,1,4,8.0,85.3,5,2,Yes
U06718,2025-12-02,24,Designer,6.8,9.0,8.0,1.0,6.6,14,155,95,1,6,8.0,81.3,3,3,Yes
U06583,2025-12-03,21,Teacher,4.3,7.0,5.4,1.6,11.1,33,128,57,2,7,6.0,69.4,12,7,No
U04721,2025-12-03,48,Analyst,7.9,10.0,9.2,4.3,5.2,45,166,114,0,5,8.0,72.3,5,2,No
U01040,2025-12-03,42,Student,6.0,10.0,6.9,4.0,7.1,55,155,77,2,5,9.0,82.8,6,3,No
U06192,2025-12-03,32,Freelancer,7.4,10.0,8.2,3.8,6.7,52,162,129,1,6,10.0,76.7,4,2,No
U02097,2025-12-03,26,Designer,6.3,7.0,10.4,5.7,6.0,7,189,137,4,7,7.0,45.5,4,2,Yes
U02179,2025-12-03,37,Analyst,6.6,10.0,6.6,3.3,7.8,72,131,98,2,4,10.0,85.5,3,1,No
U03060,2025-12-03,37,Freelancer,6.1,10.0,7.4,3.9,9.2,137,133,123,2,4,10.0,79.5,6,4,No
U04911,2025-12-03,45,Student,7.0,10.0,6.7,2.8,9.7,43,138,81,0,4,10.0,91.2,11,9,No
U04913,2025-12-03,55,Analyst,5.8,8.0,7.7,3.4,6.3,25,142,98,0,7,5.0,62.5,7,4,No
U06024,2025-12-03,57,Software Engineer,8.2,7.0,7.6,4.8,6.6,15,135,113,2,4,8.0,89.2,8,4,No
U01961,2025-12-03,32,Freelancer,5.6,10.0,6.4,3.6,7.6,16,114,78,1,6,8.0,74.5,9,6,No
U04941,2025-12-03,26,Analyst,6.9,10.0,5.8,1.5,12.0,24,84,62,3,2,8.0,100.0,5,4,No
U02177,2025-12-03,57,Teacher,6.5,8.0,3.3,1.6,9.8,27,93,53,0,3,8.0,100.0,5,3,Yes
U02992,2025-12-03,20,Software Engineer,8.0,10.0,6.2,1.7,6.8,34,159,70,4,5,7.0,79.7,6,2,Yes
U06937,2025-12-03,43,Analyst,4.9,6.0,5.6,2.5,5.0,15,95,61,2,6,5.0,53.5,6,6,No
U04247,2025-12-03,53,Software Engineer,5.3,10.0,3.3,0.4,7.3,30,80,26,3,2,8.0,98.3,7,5,No
U00358,2025-12-03,25,Student,6.1,7.0,4.1,0.0,7.9,23,57,42,1,4,8.0,86.4,9,5,No
U02100,2025-12-03,42,Designer,6.5,9.0,3.4,1.6,9.7,63,84,61,1,2,10.0,100.0,7,4,No
U02555,2025-12-03,37,Freelancer,5.6,9.0,4.9,1.5,9.2,10,96,67,2,4,8.0,85.8,6,2,No
U00264,2025-12-03,57,Analyst,8.3,10.0,10.4,2.3,8.1,30,127,107,0,8,10.0,68.8,3,1,Yes
U02539,2025-12-03,56,Teacher,4.7,7.0,6.0,2.5,6.3,69,107,89,2,5,7.0,69.6,7,3,No
U01259,2025-12-03,18,Freelancer,6.8,9.0,4.5,1.6,12.0,21,40,88,3,1,10.0,100.0,2,0,No
U01231,2025-12-03,53,Analyst,7.5,9.0,8.7,3.2,7.4,40,149,107,1,5,10.0,88.3,12,7,No
U02792,2025-12-03,41,Software Engineer,7.5,10.0,4.1,1.2,9.9,41,64,53,4,1,10.0,100.0,7,6,Yes
U01699,2025-12-03,50,Teacher,8.5,10.0,3.8,3.2,10.2,55,120,62,3,3,10.0,100.0,8,8,No
U03999,2025-12-04,33,Analyst,7.5,10.0,7.3,2.6,9.7,47,128,95,3,3,9.0,93.0,5,5,No
U00760,2025-12-04,33,Student,4.0,6.0,8.0,1.3,7.4,25,127,88,2,7,5.0,48.5,10,4,Yes
U04326,2025-12-04,41,Software Engineer,8.6,10.0,6.1,3.6,9.4,8,109,77,1,6,10.0,84.2,5,4,No
U06415,2025-12-04,32,Freelancer,7.4,10.0,6.5,1.6,5.3,49,115,89,3,6,7.0,72.8,9,5,Yes
U01296,2025-12-04,42,Student,6.5,7.0,7.1,4.1,8.2,31,150,114,2,3,10.0,91.3,4,2,Yes
U04263,2025-12-04,34,Student,7.0,8.0,10.7,3.9,5.9,57,159,113,3,7,8.0,63.7,9,5,No
U01274,2025-12-04,22,Student,6.1,10.0,3.4,1.7,9.1,97,89,47,1,1,10.0,100.0,10,7,No
U05326,2025-12-04,54,Student,7.2,10.0,5.0,2.2,9.2,11,120,56,2,4,8.0,89.0,9,6,No
U04662,2025-12-04,34,Designer,7.1,9.0,8.9,4.6,7.4,53,126,143,0,4,10.0,75.6,11,6,No
U05835,2025-12-04,43,Teacher,7.4,10.0,10.9,1.2,4.7,40,165,115,1,8,6.0,55.2,10,5,No
U02764,2025-12-04,38,Freelancer,7.6,10.0,8.5,3.2,3.5,30,157,101,2,6,9.0,69.5,6,3,No
U02878,2025-12-04,51,Student,6.6,8.0,5.3,2.6,10.0,52,106,85,2,5,8.0,88.5,5,2,Yes
U02389,2025-12-04,40,Analyst,8.2,10.0,8.1,2.0,10.1,62,153,81,3,3,10.0,100.0,4,3,Yes
U00651,2025-12-05,52,Software Engineer,6.3,9.0,9.6,1.2,6.6,32,155,96,2,5,6.0,66.0,7,3,No
U04105,2025-12-05,42,Student,7.6,10.0,7.1,1.5,9.9,39,101,92,3,5,10.0,99.6,9,7,Yes
U02531,2025-12-05,52,Student,7.3,9.0,7.5,2.2,8.6,62,130,93,0,7,8.0,65.9,8,6,No
U03134,2025-12-05,37,Teacher,7.8,10.0,3.6,0.4,10.9,61,73,31,5,4,10.0,99.7,6,4,No
U04568,2025-12-05,22,Designer,7.5,9.0,5.8,3.2,8.9,49,100,76,0,2,9.0,94.2,10,7,No
U05609,2025-12-05,28,Freelancer,7.0,9.0,7.1,1.3,9.7,11,73,86,4,6,9.0,100.0,7,4,No
U00024,2025-12-05,50,Student,7.6,10.0,10.3,5.3,5.2,31,175,125,2,7,7.0,65.6,10,5,No
U02795,2025-12-05,53,Freelancer,6.7,8.0,2.4,1.1,9.1,34,85,31,2,4,10.0,100.0,8,5,Yes
U01596,2025-12-05,34,Student,7.6,10.0,6.5,1.5,4.6,86,98,75,0,2,10.0,81.3,9,5,No
U04471,2025-12-05,44,Freelancer,7.1,9.0,5.0,2.8,9.1,55,109,69,1,4,9.0,100.0,7,5,Yes
U04120,2025-12-05,53,Student,8.6,10.0,4.7,3.2,8.0,83,115,82,3,1,10.0,100.0,3,0,No
U02066,2025-12-05,33,Analyst,7.6,9.0,11.0,4.9,7.4,24,202,120,1,7,8.0,65.3,10,4,No
U02473,2025-12-05,38,Freelancer,7.7,10.0,8.9,4.7,4.1,106,150,133,1,4,8.0,82.4,10,8,No
U00065,2025-12-05,53,Freelancer,7.4,9.0,7.5,1.4,7.4,31,130,91,2,4,10.0,92.1,8,5,Yes
U05396,2025-12-05,47,Designer,5.7,8.0,4.7,2.7,8.5,88,123,47,5,3,9.0,100.0,5,3,Yes
U00080,2025-12-05,46,Software Engineer,4.0,8.0,2.5,1.4,11.4,24,77,26,0,4,6.0,82.4,9,6,No
U00056,2025-12-05,19,Student,7.2,10.0,7.5,2.2,8.8,27,112,89,1,5,10.0,77.2,6,3,No
U01889,2025-12-06,40,Analyst,7.0,10.0,6.6,4.2,11.6,32,163,106,4,4,9.0,100.0,2,1,Yes
U06098,2025-12-06,32,Freelancer,8.0,10.0,6.2,3.2,10.7,55,158,73,2,3,10.0,92.1,7,4,No
U04031,2025-12-06,40,Teacher,6.2,10.0,5.1,3.1,11.3,76,100,64,4,1,10.0,100.0,7,4,No
U00364,2025-12-06,45,Analyst,7.9,10.0,6.6,4.0,6.9,99,150,108,3,2,10.0,100.0,7,5,No
U03993,2025-12-06,39,Student,7.0,8.0,4.6,0.4,12.0,63,90,55,3,2,10.0,100.0,3,2,Yes
U00467,2025-12-06,57,Teacher,7.3,9.0,2.6,0.6,10.0,35,66,70,1,3,10.0,100.0,5,3,Yes
U05842,2025-12-06,22,Student,7.0,10.0,6.8,5.3,7.7,180,107,90,3,1,10.0,100.0,6,3,Yes
U05882,2025-12-06,52,Software Engineer,7.6,10.0,4.7,2.5,10.0,14,131,56,1,4,8.0,100.0,5,3,No
U03905,2025-12-06,59,Software Engineer,7.9,8.0,8.0,4.8,9.3,41,175,112,2,4,10.0,86.8,9,4,No
U02558,2025-12-06,48,Software Engineer,5.6,7.0,7.2,1.4,5.6,35,113,87,1,4,9.0,71.9,7,2,No
U04836,2025-12-06,35,Student,7.4,8.0,2.4,1.6,12.0,7,63,54,1,1,8.0,100.0,8,6,No
U03718,2025-12-06,43,Teacher,8.9,10.0,11.8,6.3,5.1,58,216,165,1,8,10.0,78.1,2,1,Yes
U00756,2025-12-06,40,Analyst,7.5,10.0,4.3,2.9,9.5,35,94,64,2,5,6.0,91.8,8,5,No
U03397,2025-12-06,57,Teacher,5.5,9.0,7.0,2.4,8.2,67,130,75,0,6,6.0,70.3,12,8,No
U00576,2025-12-06,21,Teacher,4.8,9.0,4.6,1.4,7.4,92,87,64,1,3,10.0,85.6,11,7,Yes
U02641,2025-12-06,38,Student,8.8,10.0,9.9,5.2,8.0,19,209,155,3,8,9.0,83.0,10,5,No
U02718,2025-12-06,50,Student,8.1,9.0,6.1,2.6,8.2,100,118,86,3,2,9.0,100.0,5,2,Yes
U05887,2025-12-06,58,Teacher,7.9,10.0,5.2,1.6,9.0,56,125,58,1,3,8.0,100.0,10,7,No
U00567,2025-12-06,54,Teacher,8.0,10.0,11.0,6.3,9.7,59,175,150,1,7,7.0,84.6,10,5,Yes
U03591,2025-12-07,55,Analyst,6.6,10.0,10.2,2.4,7.5,81,132,110,0,5,8.0,66.4,10,5,No
U02086,2025-12-07,38,Analyst,8.5,10.0,4.9,2.7,8.4,33,77,51,0,3,10.0,100.0,9,5,No
U02693,2025-12-07,35,Student,7.7,10.0,7.5,2.6,7.3,8,126,113,1,6,9.0,69.9,8,4,No
U06401,2025-12-07,23,Software Engineer,8.5,10.0,11.4,5.1,3.8,41,215,153,4,8,10.0,58.5,11,4,No
U03482,2025-12-07,21,Teacher,7.9,9.0,6.2,3.9,8.0,17,117,92,1,3,8.0,93.4,5,3,No
U03494,2025-12-07,46,Designer,7.0,10.0,9.8,6.5,6.9,17,202,169,0,8,8.0,59.1,8,6,Yes
U04788,2025-12-07,39,Software Engineer,5.8,8.0,3.8,2.2,12.0,54,89,52,1,2,9.0,100.0,4,3,Yes
U00184,2025-12-07,54,Designer,5.7,6.0,6.1,2.7,8.7,52,138,80,2,4,9.0,85.8,11,6,No
U01273,2025-12-07,39,Teacher,8.1,10.0,1.5,0.9,10.2,19,45,32,0,2,10.0,100.0,7,6,No
U04876,2025-12-07,18,Software Engineer,8.3,10.0,9.8,3.0,5.1,28,167,106,1,8,7.0,53.4,12,5,Yes
U01601,2025-12-07,32,Student,6.8,10.0,8.4,3.6,10.9,23,163,102,0,6,8.0,84.0,11,7,No
U02315,2025-12-07,34,Analyst,7.0,9.0,10.6,2.9,8.8,29,190,103,0,5,8.0,91.5,8,3,Yes
U00981,2025-12-07,24,Software Engineer,7.4,9.0,6.2,4.0,12.0,16,117,74,3,6,10.0,84.6,8,3,No
U05757,2025-12-08,21,Teacher,8.2,10.0,4.5,2.4,9.7,21,128,57,1,3,9.0,97.2,8,6,No
U03429,2025-12-08,34,Teacher,5.4,9.0,4.9,1.1,8.3,90,103,45,2,1,7.0,99.8,10,6,No
U04854,2025-12-08,26,Freelancer,7.4,9.0,6.8,3.1,8.7,12,138,102,2,7,7.0,76.9,14,7,Yes
U03207,2025-12-08,29,Teacher,9.0,10.0,4.0,2.7,6.8,22,55,74,1,2,10.0,93.1,12,8,Yes
U00845,2025-12-08,59,Student,6.8,8.0,1.9,1.6,12.0,61,61,44,2,4,9.0,100.0,7,4,Yes
U02851,2025-12-08,43,Student,8.8,10.0,5.8,2.5,8.2,98,126,70,2,3,10.0,100.0,5,5,Yes
U05288,2025-12-08,44,Analyst,9.1,10.0,2.9,0.6,11.9,50,44,21,1,2,10.0,100.0,5,4,No
U00814,2025-12-08,40,Analyst,7.3,10.0,4.5,3.0,7.1,79,92,64,2,4,8.0,99.8,7,6,Yes
U00689,2025-12-08,27,Designer,7.5,10.0,4.7,2.2,10.0,21,82,69,2,3,9.0,100.0,5,4,Yes
U02763,2025-12-08,57,Software Engineer,5.8,8.0,9.7,4.3,8.9,32,164,118,2,7,7.0,63.4,4,1,No
U03257,2025-12-08,56,Software Engineer,6.1,9.0,6.7,3.5,12.0,14,147,91,2,6,4.0,86.3,8,5,Yes
U06612,2025-12-08,20,Software Engineer,7.8,10.0,9.2,5.2,6.6,24,176,132,4,7,9.0,71.2,7,5,No
U00491,2025-12-08,42,Teacher,7.9,10.0,4.7,2.4,10.8,18,83,72,3,4,9.0,92.9,6,5,Yes
U00488,2025-12-08,28,Student,8.5,10.0,9.0,4.9,9.4,22,172,106,1,6,7.0,93.3,4,1,No
U01600,2025-12-08,56,Software Engineer,7.4,9.0,8.1,4.3,5.3,75,145,125,1,5,9.0,80.6,9,5,No
U02717,2025-12-08,58,Teacher,6.7,7.0,8.3,3.5,9.2,31,168,83,2,8,6.0,64.9,4,2,No
U03944,2025-12-08,37,Analyst,6.9,9.0,7.1,3.3,6.5,15,153,89,3,6,8.0,76.7,7,4,No
U04451,2025-12-08,33,Teacher,4.7,7.0,9.3,3.7,9.2,20,190,124,2,9,4.0,44.7,6,2,No
U05407,2025-12-08,58,Analyst,7.6,10.0,7.9,4.2,5.7,43,130,105,2,4,8.0,73.1,17,9,No
U02546,2025-12-08,53,Teacher,8.1,10.0,1.0,0.2,9.7,16,39,37,2,2,10.0,100.0,7,4,No
U04614,2025-12-08,47,Software Engineer,7.4,7.0,3.6,1.3,8.3,25,79,68,5,3,10.0,98.6,8,6,No
U01272,2025-12-08,41,Freelancer,6.9,10.0,4.0,1.7,7.2,17,123,53,1,4,8.0,85.1,6,3,No
U00865,2025-12-09,20,Student,5.9,9.0,7.9,4.0,10.1,48,185,113,2,8,5.0,59.5,11,5,Yes
U05023,2025-12-09,28,Freelancer,5.9,8.0,9.8,5.3,4.4,55,194,143,3,7,8.0,65.0,5,1,No
U00502,2025-12-09,56,Software Engineer,7.1,10.0,8.5,1.7,6.0,22,166,115,1,7,7.0,62.2,3,1,Yes
U03027,2025-12-09,39,Student,6.3,8.0,5.0,3.3,11.2,12,128,70,2,3,8.0,97.1,8,6,Yes
U05923,2025-12-09,23,Analyst,8.2,10.0,5.5,1.9,8.9,18,128,94,6,6,7.0,91.5,7,5,No
U02649,2025-12-09,56,Analyst,5.8,8.0,5.1,2.0,8.7,24,107,80,2,6,7.0,70.8,8,4,No
U04581,2025-12-09,35,Analyst,5.5,9.0,5.2,2.9,10.2,24,121,68,0,4,8.0,83.8,8,3,Yes
U03988,2025-12-09,37,Student,5.0,9.0,7.9,1.3,9.7,12,137,103,6,6,8.0,66.5,6,3,Yes
U03472,2025-12-09,22,Designer,6.7,9.0,3.5,0.9,7.0,39,86,37,2,2,10.0,94.0,8,5,No
U05076,2025-12-09,40,Software Engineer,8.8,10.0,5.1,1.0,7.8,22,98,58,4,2,9.0,100.0,8,5,Yes
U00393,2025-12-09,34,Software Engineer,6.1,9.0,9.5,4.2,9.7,42,164,116,1,9,9.0,71.4,3,2,Yes
U02144,2025-12-09,39,Teacher,6.0,9.0,6.5,2.3,5.4,28,137,76,0,7,8.0,64.3,9,5,Yes
U00966,2025-12-09,50,Software Engineer,8.0,8.0,3.6,0.4,10.0,32,94,27,1,3,10.0,100.0,9,4,Yes
U05909,2025-12-10,40,Freelancer,8.4,10.0,7.3,2.8,8.3,5,107,63,1,3,9.0,87.7,10,6,No
U06651,2025-12-10,43,Analyst,8.0,10.0,9.1,0.9,7.1,48,164,91,2,5,9.0,86.3,8,6,No
U01034,2025-12-10,60,Software Engineer,6.5,9.0,8.0,5.3,7.8,81,140,96,1,5,10.0,90.1,7,7,No
U04213,2025-12-10,32,Software Engineer,8.3,10.0,8.7,2.2,7.9,37,126,91,0,4,10.0,92.3,6,3,No
U04986,2025-12-10,38,Designer,5.6,9.0,6.1,2.0,8.3,60,118,103,1,7,7.0,72.2,9,4,No
U02403,2025-12-10,41,Software Engineer,7.5,10.0,6.3,4.2,7.0,27,137,82,1,4,8.0,86.2,8,5,Yes
U06990,2025-12-10,54,Student,6.7,10.0,5.3,1.3,8.4,42,83,61,2,4,10.0,100.0,7,4,No
U02148,2025-12-10,19,Software Engineer,7.2,10.0,4.7,3.0,11.8,19,110,71,2,3,9.0,100.0,6,2,Yes
U02156,2025-12-10,39,Software Engineer,7.2,10.0,6.5,3.5,11.4,38,118,110,3,5,7.0,94.8,2,1,No
U05601,2025-12-10,55,Student,8.2,10.0,5.8,3.3,6.7,15,151,71,3,4,10.0,91.2,3,3,No
U05566,2025-12-10,60,Student,4.8,8.0,7.6,2.4,8.0,4,137,70,2,8,5.0,55.0,7,5,Yes
U00300,2025-12-10,47,Teacher,7.2,10.0,8.8,3.6,5.8,32,174,103,2,7,7.0,57.6,7,4,Yes
U02474,2025-12-10,52,Freelancer,5.6,9.0,10.0,5.2,4.2,42,158,145,1,7,9.0,62.9,9,3,Yes
U02112,2025-12-10,41,Analyst,6.5,8.0,6.0,2.7,8.1,44,107,36,2,2,10.0,96.7,7,4,No
U05509,2025-12-10,45,Freelancer,7.3,10.0,3.3,2.1,10.3,39,85,33,3,4,10.0,95.6,13,8,No
